Records ID,Beetle Host,categories,pathogens,country or region,ecological relationship,experimental conditions,,identification method,infection site,organism source,,validation type,source,year,full text,reference
334,Ips typographus,Fungi,Beauveria caledonica,Slovakia,,,,morphological and molecular,,isolated from infected beetle,,,"Hyblerová et al., 2021",2021,full text,"Hyblerová, S., Medo, J., & Barta, M. (2021). Diversity and prevalence of entomopathogenic fungi (Ascomycota, Hypocreales) in epidemic populations of bark beetles (Coleoptera, Scolytinae) in spruce forests of the Tatra National Park in Slovakia. Annals of Forest Research, 64(1), 129-145."
335,Ips typographus,Fungi,Beauveria bassiana,Slovakia,,,,morphological and molecular,,isolated from infected beetle,,,"Hyblerová et al., 2021",2021,full text,"Hyblerová, S., Medo, J., & Barta, M. (2021). Diversity and prevalence of entomopathogenic fungi (Ascomycota, Hypocreales) in epidemic populations of bark beetles (Coleoptera, Scolytinae) in spruce forests of the Tatra National Park in Slovakia. Annals of Forest Research, 64(1), 129-145."
336,Ips typographus,Fungi,Beauveria pseudobassiana,Slovakia,,,,morphological and molecular,,isolated from infected beetle,,,"Hyblerová et al., 2021",2021,full text,"Hyblerová, S., Medo, J., & Barta, M. (2021). Diversity and prevalence of entomopathogenic fungi (Ascomycota, Hypocreales) in epidemic populations of bark beetles (Coleoptera, Scolytinae) in spruce forests of the Tatra National Park in Slovakia. Annals of Forest Research, 64(1), 129-145."
337,Ips typographus,Fungi,Metapochonia bulbillosa,Slovakia,,,,morphological and molecular,,isolated from infected beetle,,,"Hyblerová et al., 2021",2021,full text,"Hyblerová, S., Medo, J., & Barta, M. (2021). Diversity and prevalence of entomopathogenic fungi (Ascomycota, Hypocreales) in epidemic populations of bark beetles (Coleoptera, Scolytinae) in spruce forests of the Tatra National Park in Slovakia. Annals of Forest Research, 64(1), 129-145."
338,Ips amitinus,Fungi,Beauveria bassiana,Slovakia,,,,morphological and molecular,,isolated from infected beetle,,,"Hyblerová et al., 2021",2021,full text,"Hyblerová, S., Medo, J., & Barta, M. (2021). Diversity and prevalence of entomopathogenic fungi (Ascomycota, Hypocreales) in epidemic populations of bark beetles (Coleoptera, Scolytinae) in spruce forests of the Tatra National Park in Slovakia. Annals of Forest Research, 64(1), 129-145."
339,Ips amitinus,Fungi,Beauveria pseudobassiana,Slovakia,,,,morphological and molecular,,isolated from infected beetle,,,"Hyblerová et al., 2021",2021,full text,"Hyblerová, S., Medo, J., & Barta, M. (2021). Diversity and prevalence of entomopathogenic fungi (Ascomycota, Hypocreales) in epidemic populations of bark beetles (Coleoptera, Scolytinae) in spruce forests of the Tatra National Park in Slovakia. Annals of Forest Research, 64(1), 129-145."
340,Pityogenes chalcographus,Fungi,Beauveria bassiana,Slovakia,,,,morphological and molecular,,isolated from infected beetle,,,"Hyblerová et al., 2021",2021,full text,"Hyblerová, S., Medo, J., & Barta, M. (2021). Diversity and prevalence of entomopathogenic fungi (Ascomycota, Hypocreales) in epidemic populations of bark beetles (Coleoptera, Scolytinae) in spruce forests of the Tatra National Park in Slovakia. Annals of Forest Research, 64(1), 129-145."
341,Pityogenes chalcographus,Fungi,Beauveria caledonica,Slovakia,,,,morphological and molecular,,isolated from infected beetle,,,"Hyblerová et al., 2021",2021,full text,"Hyblerová, S., Medo, J., & Barta, M. (2021). Diversity and prevalence of entomopathogenic fungi (Ascomycota, Hypocreales) in epidemic populations of bark beetles (Coleoptera, Scolytinae) in spruce forests of the Tatra National Park in Slovakia. Annals of Forest Research, 64(1), 129-145."
342,Pityogenes chalcographus,Fungi,Metapochonia bulbillosa,Slovakia,,,,morphological and molecular,,isolated from infected beetle,,,"Hyblerová et al., 2021",2021,full text,"Hyblerová, S., Medo, J., & Barta, M. (2021). Diversity and prevalence of entomopathogenic fungi (Ascomycota, Hypocreales) in epidemic populations of bark beetles (Coleoptera, Scolytinae) in spruce forests of the Tatra National Park in Slovakia. Annals of Forest Research, 64(1), 129-145."
343,Dendroctonus micans,Bacteria,Bacillus thuringiensis,,,,,,,,,,"Imnadze, 1978",1978,only English abstract,"Imnadze T.S. 1978. Characteristics of strains of Bacillus thuringiensis serotype I isolated from bark beetles in Georgia. Soobshcheniya Akademii Nauk Gruzinskoi SSR 92, 457-60. In: Review of Applied Entomology, Ser. A, Vol. 68, 1980, no. 2616, p. 328."
344,Ips typographus,Bacteria,Bacillus thuringiensis,,,,,,,,,,"Imnadze, 1978",1978,only English abstract,"Imnadze T.S. 1978. Characteristics of strains of Bacillus thuringiensis serotype I isolated from bark beetles in Georgia. Soobshcheniya Akademii Nauk Gruzinskoi SSR 92, 457-60. In: Review of Applied Entomology, Ser. A, Vol. 68, 1980, no. 2616, p. 328."
345,Ips typographus,Fungi,Beauveria bassiana,Slovakia,,field,,,cuticular contact,,,pathogenicity test,"Jakus and Blazenec, 2011",2011,full text,"Jakus, R., & Blazenec, M. (2011). Treatment of bark beetle attacked trees with entomopathogenic fungus Beauveria bassiana (Balsamo) Vuillemin. Folia Forestalia Polonica. Series A. Forestry, 53(2)."
346,Ips sexdentatus,Fungi,Beauveria bassiana,Latvia,,,,,,isolated from infected beetle,,,"Jankevica, 2004",2004,full text,"Jankevica, LĪGA. (2004). Ecological associations between entomopathogenic fungi and pest insects recorded in Latvia. Latvijas entomologs, 41, 60-65."
347,Tomicus minor,Fungi,Beauveria bassiana,Latvia,,,,,,isolated from infected beetle,,,"Jankevica, 2004",2004,full text,"Jankevica, LĪGA. (2004). Ecological associations between entomopathogenic fungi and pest insects recorded in Latvia. Latvijas entomologs, 41, 60-65."
348,Scolytus scolytus,Bacteria,Bacillus thuringiensis,,,laboratory,,,cuticular contact,culture collection,,pathogenicity test,"Jassim et al., 1990",1990,full text,"Jassim H.K., H.A. Foster & C.P. Fairhurst 1990. Biological control of Dutch elm disease: Bacillus thuringiensis as a potential control agent for Scolytus scolytus and S. multistriatus. Journal of Applied Bacteriology 69, 563-68."
349,Scolytus multistriatus,Bacteria,Bacillus thuringiensis,,,laboratory,,,cuticular contact,culture collection,,pathogenicity test,"Jassim et al., 1990",1990,full text,"Jassim H.K., H.A. Foster & C.P. Fairhurst 1990. Biological control of Dutch elm disease: Bacillus thuringiensis as a potential control agent for Scolytus scolytus and S. multistriatus. Journal of Applied Bacteriology 69, 563-68."
350,Ips calligraphus,Bacteria,Serratia marcescens,United States,,,,,,,,,"Jouvenaz and Wilkinson, 1970",1970,full text,"Jouvenaz D.P. & R.C. Wilkinson 1970. Incidence of Serratia marcescens in Wild Ips calligraphus Populations in Florida. Journal of Invertebrate Pathology 16, 295-96."
351,Orthotomicus laricis,Fungi,Beauveria bassiana,Slovenia,,,,,,isolated from cadaver,,,"Jurc, 2004",2004,full text,"Jurc, M. (2004). insect pathogens with special reference to pathogens of bark beetles (COL. Solytidae: Ips typographus L.): preliminary results of isolation of entomopathogenic fungi from two spruce bark beetles in Slovenia. Zbornik gozdarstva in lesarstva. forest and wood science & technology, 74, 97-124."
352,Dryocoetes autographus,Fungi,Beauveria bassiana,Slovenia,,,,,,isolated from cadaver,,,"Jurc, 2004",2004,full text,"Jurc, M. (2004). insect pathogens with special reference to pathogens of bark beetles (COL. Solytidae: Ips typographus L.): preliminary results of isolation of entomopathogenic fungi from two spruce bark beetles in Slovenia. Zbornik gozdarstva in lesarstva. forest and wood science & technology, 74, 97-124."
353,Ips typographus,Fungi,Beauveria bassiana,,,,,,,,,,Karpinski 1935,1935,non full-text ,"Karpinski J.J. 1935. Les causes qui limitent la reproduction de Bostryches typographes (Ips typographus L. et Ips duplicatus Sahlb.) dans la foret primitive. Inst.Rech.Forets doman., Trav., Compt.rend., Ser. A, Warszawa 15, 1-86, cit. in: Müller-Kögler E. 1965. Pilzkrankheiten bei Insekten. P. Parey."
354,Ips typographus,Fungi,Metarhizium anisopliae,Switzerland,,,,,,,,,"Keller et al., 2004",2004,,"Keller, S., Epper, C., & Wermelinger, B. (2004). Metarhizium anisopliae as a new pathogen of the spruce bark beetle Ips typographus."
355,Ips typographus,Fungi,Beauveria bassiana,Switzerland,,,,,,,,,"Keller et al., 2004",2004,,"Keller, S., Epper, C., & Wermelinger, B. (2004). Metarhizium anisopliae as a new pathogen of the spruce bark beetle Ips typographus."
356,Xylosandrus germanus,Nematode,Steinernema feltiae,Turkey,,laboratory,,,,culture collection,,pathogenicity test,"Kepenekci et al., 2018",2018,full text,"Kepenekci, I., Toksöz, S., Atay, T., & Saruhan, I. (2018). Efficacyof of entomopathogenic nematode isolates from Turkey and Kyrgyzstan against black timber bark beetle, Xylosandrus germanus (Blandford)(Coleoptera: Curculionidae: Scolytinae) adults. Pakistan Journal of Nematology, 36(1), 65-70."
357,Xylosandrus germanus,Nematode,Steinernema carpocapsae,Turkey,,laboratory,,,,culture collection,,pathogenicity test,"Kepenekci et al., 2018",2018,full text,"Kepenekci, I., Toksöz, S., Atay, T., & Saruhan, I. (2018). Efficacyof of entomopathogenic nematode isolates from Turkey and Kyrgyzstan against black timber bark beetle, Xylosandrus germanus (Blandford)(Coleoptera: Curculionidae: Scolytinae) adults. Pakistan Journal of Nematology, 36(1), 65-70."
358,Xylosandrus germanus,Nematode,Heterorhabditis bacteriophora,Turkey,,laboratory,,,,culture collection,,pathogenicity test,"Kepenekci et al., 2018",2018,full text,"Kepenekci, I., Toksöz, S., Atay, T., & Saruhan, I. (2018). Efficacyof of entomopathogenic nematode isolates from Turkey and Kyrgyzstan against black timber bark beetle, Xylosandrus germanus (Blandford)(Coleoptera: Curculionidae: Scolytinae) adults. Pakistan Journal of Nematology, 36(1), 65-70."
359,Xylosandrus germanus,Nematode,Steinernema feltiae,Kyrgyzstan,,laboratory,,,,culture collection,,pathogenicity test,"Kepenekci et al., 2018",2018,full text,"Kepenekci, I., Toksöz, S., Atay, T., & Saruhan, I. (2018). Efficacyof of entomopathogenic nematode isolates from Turkey and Kyrgyzstan against black timber bark beetle, Xylosandrus germanus (Blandford)(Coleoptera: Curculionidae: Scolytinae) adults. Pakistan Journal of Nematology, 36(1), 65-70."
360,Xylosandrus germanus,Nematode,Steinernema carpocapsae,Kyrgyzstan,,laboratory,,,,culture collection,,pathogenicity test,"Kepenekci et al., 2018",2018,full text,"Kepenekci, I., Toksöz, S., Atay, T., & Saruhan, I. (2018). Efficacyof of entomopathogenic nematode isolates from Turkey and Kyrgyzstan against black timber bark beetle, Xylosandrus germanus (Blandford)(Coleoptera: Curculionidae: Scolytinae) adults. Pakistan Journal of Nematology, 36(1), 65-70."
361,Polygraphus proximus,Fungi,Beauveria bassiana,Russia,pathogen,laboratory,,molecular,cuticular contact,isolated from cadaver,,pathogenicity test,"Kerchev et al., 2017",2017,full text,"Kerchev, I. A., Kryukov, V. Y., Yaroslavtseva, O. N., Polovinko, G. P., Tokarev, Y. S., & Glupov, V. V. (2017). The first data on fungal pathogens (ascomycota, hypocreales) in the invasive populations of four-eyed fir bark beetle Polygraphus proximus Blandf. Russian journal of biological invasions, 8(1), 34-40."
362,Polygraphus proximus,Fungi,Beauveria pseudobassiana,Russia,pathogen,,,molecular,,isolated from cadaver,,,"Kerchev et al., 2017",2017,full text,"Kerchev, I. A., Kryukov, V. Y., Yaroslavtseva, O. N., Polovinko, G. P., Tokarev, Y. S., & Glupov, V. V. (2017). The first data on fungal pathogens (ascomycota, hypocreales) in the invasive populations of four-eyed fir bark beetle Polygraphus proximus Blandf. Russian journal of biological invasions, 8(1), 34-40."
363,Polygraphus proximus,Fungi,Isaria farinosa,Russia,pathogen,laboratory,,morphological,cuticular contact,isolated from cadaver,,pathogenicity test,"Kerchev et al., 2017",2017,full text,"Kerchev, I. A., Kryukov, V. Y., Yaroslavtseva, O. N., Polovinko, G. P., Tokarev, Y. S., & Glupov, V. V. (2017). The first data on fungal pathogens (ascomycota, hypocreales) in the invasive populations of four-eyed fir bark beetle Polygraphus proximus Blandf. Russian journal of biological invasions, 8(1), 34-40."
364,Polygraphus proximus,Fungi,Lecanicillium attenuatum,Russia,pathogen,,,molecular,,isolated from cadaver,,,"Kerchev et al., 2017",2017,full text,"Kerchev, I. A., Kryukov, V. Y., Yaroslavtseva, O. N., Polovinko, G. P., Tokarev, Y. S., & Glupov, V. V. (2017). The first data on fungal pathogens (ascomycota, hypocreales) in the invasive populations of four-eyed fir bark beetle Polygraphus proximus Blandf. Russian journal of biological invasions, 8(1), 34-40."
365,Ips typographus,Protist,Gregarina typographi,Georgia,,,,,,evaluation of pathogens from beetles,,,"Kereselidze and Wegensteiner, 2007",2007,full text,"Kereselidze, M., & Wegensteiner, R. (2007). Occurrence of pathogens and parasites in Ips typographus L. from spruce stands (Picea orientalis L.) in Georgia. IOBC wprs Bulletin, 30(1), 207."
366,Ips typographus,Nematode,Contortylenchus diplogaster,Georgia,,,,,hemocoel,evaluation of pathogens from beetles,,,"Kereselidze and Wegensteiner, 2007",2007,full text,"Kereselidze, M., & Wegensteiner, R. (2007). Occurrence of pathogens and parasites in Ips typographus L. from spruce stands (Picea orientalis L.) in Georgia. IOBC wprs Bulletin, 30(1), 207."
367,Ips typographus,Fungi,un identified entomopathogenic fungus,Georgia,,,,,,evaluation of pathogens from beetles,,,"Kereselidze and Wegensteiner, 2007",2007,full text,"Kereselidze, M., & Wegensteiner, R. (2007). Occurrence of pathogens and parasites in Ips typographus L. from spruce stands (Picea orientalis L.) in Georgia. IOBC wprs Bulletin, 30(1), 207."
368,Ips typographus,Microsporidia,Chytridiopsis typographi,Georgia,,,,,,,,,"Kereselidze et al., 2010",2010,full text,"Kereselidze, M., Wegensteiner, R., Goginashvili, N., Tvaradze, M., & Pilarska, D. (2010). Further studies on the occurrence of natural enemies of Ips typographus (Coleoptera: Curculionidae: Scolytinae) in Georgia. Acta zool. bulg, 62(2), 131-139."
369,Ips typographus,Protist,Gregarina typographi,Georgia,,,,,,,,,"Kereselidze et al., 2010",2010,full text,"Kereselidze, M., Wegensteiner, R., Goginashvili, N., Tvaradze, M., & Pilarska, D. (2010). Further studies on the occurrence of natural enemies of Ips typographus (Coleoptera: Curculionidae: Scolytinae) in Georgia. Acta zool. bulg, 62(2), 131-139."
370,Ips typographus,Fungi,Fusarium sp.,Georgia,,,,,,,,,"Kereselidze et al., 2010",2010,full text,"Kereselidze, M., Wegensteiner, R., Goginashvili, N., Tvaradze, M., & Pilarska, D. (2010). Further studies on the occurrence of natural enemies of Ips typographus (Coleoptera: Curculionidae: Scolytinae) in Georgia. Acta zool. bulg, 62(2), 131-139."
371,Ips typographus,Nematode,Contortylenchus diplogaster,Georgia,,,,,,,,,"Kereselidze et al., 2010",2010,full text,"Kereselidze, M., Wegensteiner, R., Goginashvili, N., Tvaradze, M., & Pilarska, D. (2010). Further studies on the occurrence of natural enemies of Ips typographus (Coleoptera: Curculionidae: Scolytinae) in Georgia. Acta zool. bulg, 62(2), 131-139."
372,Ips stebbingi,Fungi,Beauveria bassiana,India,pathogen,laboratory,,,cuticular contact,commercial strain,,virulence test,"Khanday et al., 2018",2018,full text,"Khanday, A. L., Buhroo, A. A., Ranjith, A. P., & Kerchev, I. A. (2018). Evaluating the efficacy of entomopathogenic fungi against the bark beetle, Ips stebbingi Strohmeyer (Coleoptera, Curculionidae: Scolytinae) in India. Entomological Review, 98(8), 985-994."
373,Ips stebbingi,Fungi,Lecanicillium lecanii,India,pathogen,laboratory,,,cuticular contact,commercial strain,,virulence test,"Khanday et al., 2018",2018,full text,"Khanday, A. L., Buhroo, A. A., Ranjith, A. P., & Kerchev, I. A. (2018). Evaluating the efficacy of entomopathogenic fungi against the bark beetle, Ips stebbingi Strohmeyer (Coleoptera, Curculionidae: Scolytinae) in India. Entomological Review, 98(8), 985-994."
374,Ips stebbingi,Fungi,Metarhizium anisopliae,India,pathogen,laboratory,,,cuticular contact,commercial strain,,virulence test,"Khanday et al., 2018",2018,full text,"Khanday, A. L., Buhroo, A. A., Ranjith, A. P., & Kerchev, I. A. (2018). Evaluating the efficacy of entomopathogenic fungi against the bark beetle, Ips stebbingi Strohmeyer (Coleoptera, Curculionidae: Scolytinae) in India. Entomological Review, 98(8), 985-994."
